,C,Y_star,P_star,RR_star
2012-10-01,-0.051362975504922304,-0.022533754269068982,0.010516797255072019,0.0010889747511208788
2013-01-01,-0.054737397686666966,-0.02451364554423579,0.006857944827931402,0.002446812154681023
2013-04-01,-0.04307785195115166,-0.021942261057495607,0.00344701003140687,0.0020634650853005375
2013-07-01,-0.038723530572660536,-0.02067111850798893,0.0032312218908703786,0.0056633071515666015
2013-10-01,-0.024934898271087746,-0.01945662833044137,-0.0017580925519667832,0.008452932771694248
2014-01-01,-0.025832908264920462,-0.01750340690999042,-0.002381355337423726,0.015309621129347785
2014-04-01,-0.020388019542123104,-0.015386741217857325,-0.0013200861510314953,0.010870030849988908
2014-07-01,-0.007991957818090256,-0.011410082587365306,-0.004476753896869499,0.010731207647540387
2014-10-01,-0.006491821973146017,-0.009079115999466406,-0.007043194648229914,0.010077928706429286
2015-01-01,-0.007949964850885394,-0.0033610480952380286,-0.013215488715719561,0.010121509910023198
2015-04-01,0.0032668975404543943,-0.000743289841042603,-0.009086514858774285,0.011013931809661811
2015-07-01,0.005902657266732447,0.0014292690386777317,-0.009831071521329724,0.007659787761578901
2015-10-01,0.0034415851135829456,0.0028747955348466404,-0.009392886726243558,0.002057589880981128
2016-01-01,0.012757472471831122,0.004219824344988626,-0.009472003494667987,-0.00745002914998848
2016-04-01,0.011928201290460905,0.003313890410441903,-0.010531690827743504,-0.004553942752956123
2016-07-01,0.013261241671203905,0.00369985425046652,-0.007140628180440192,-0.0039970845163010945
2016-10-01,0.022086100757169547,0.0061705808504973645,-0.0017888915269554163,-0.003835618341124544
2017-01-01,0.019318393105541176,0.007672981079676003,0.00761435623852277,-0.00200845582936301
2017-04-01,0.012263389878732767,0.010209805118020672,0.004291759517632947,-0.005947962545038257
2017-07-01,0.014299148870058787,0.011388028648566074,0.003237637726115376,-0.008220133265082695
2017-10-01,0.0123237571509911,0.012454982883538251,0.002974248991378504,-0.0052790718404825705
2018-01-01,0.013553679875609959,0.008799116769283787,0.0009044918412365079,0.000236508373444411
2018-04-01,0.009009741280070926,0.008152019106344914,0.005034243064499593,0.0008104771087448322
2018-07-01,0.002428550447302058,0.0036965202715024963,0.007786660054147091,0.004161548600375731
2018-10-01,0.0021691464097539637,0.0010531822873699455,0.00515755059546304,0.0050306004456159735
